Carimbo de data/hora,Por qual meio de divulgação você conheceu a FMP?,Qual seu município de residência?,"Se você for morador de Palhoça, selecione o bairro em que você mora. Se morador de outra cidade, preencha bairro e cidade em ""Outros"".",Em que ano/semestre você ingressou na FMP?,Qual curso você faz na FMP?,Qual a sua faixa etária?,Qual sua cor/raça?,Como você se identifica com relação a seu gênero?,Possui filhos/dependentes?,"Se sim, quantos filhos você possui?",Você concluiu o Ensino Médio em:,Qual a sua escolaridade?,"Se você possui outra graduação, diga qual.",Você possui algum diagnóstico/investigação de deficiência que necessite de adaptação pedagógica?,"Deficiência. Se sim, qual?",Você está trabalhando?,Você trabalha na área do curso em que está matriculado?,Qual sua principal atividade?,Qual sua jornada diária de trabalho?,Qual sua faixa de renda?,Qual sua situação de moradia?,Como você realiza o trajeto até a FMP?,Você tem acesso à internet em casa?,Você possui computador/notebook pessoal para estudos?,Você possui dificuldades com o uso da tecnologia?,Como você se alimenta na FMP?,Você pratica alguma atividade física?,"Atividade física. Se sim, qual?",Você encontra alguma dificuldade ou limitação para frequentar o curso?,"Dificuldade ou limitação. Se sim, qual",Você segue a FMP no Facebook?,Você segue a FMP no Instagram?,Qual meio de comunicação você mais usa para se informar?
4/9/2024 21:43:09,Amigos/familiares,São José,,2021/01,Pedagogia,Entre 40 e 45 anos,Branca,Masculino,Sim,1,Escola pública,Pós Graduação,Biblioteconomia,Não,,Sim,Sim,Funcionário(a) Público(a),4 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Moto,Sim,Sim,Não,Já venho alimentado ,Sim,Musculação,Não,,Não,Sim,Whatsapp
4/10/2024 8:13:18,Amigos/familiares,Palhoça,Bela Vista,2024/01,Tecnólogo em Processos Gerenciais,Entre 27 e 33 anos,Parda,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Sim,MEI (Microempreendedor individual),4 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Não ,Não,,Sim,Sim,Whatsapp
4/10/2024 19:06:38,Amigos/familiares,Palhoça,Aririú,2022/02,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Não ,Não,,Não,Sim,Whatsapp
4/10/2024 17:08:24,Amigos/familiares,Palhoça,São Sebastião,2024/01,Tecnólogo em Processos Gerenciais,Entre 34 e 39 anos,Parda,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,escala,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Sim,seria bom se tivéssemos umbuso de micro-ondas ,Sim,academia ,Não,,Sim,Sim,Whatsapp
4/10/2024 18:40:03,Amigos/familiares,Palhoça,Barra do Aririú,2022/01,Administração,Entre 16 e 21 anos,Branca,Masculino,Não,0,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Futebol ,Não,,Não,Sim,Whatsapp
4/10/2024 12:26:11,Amigos/familiares,Palhoça,Guarda do Cubatão,2021/02,Administração,Entre 40 e 45 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Funcionário(a) Público(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Não pratico,Não,,Não,Sim,Whatsapp
4/10/2024 19:12:17,Amigos/familiares,Palhoça,Barra do Aririú,2022/02,Administração,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Futebol ,Não,,Não,Sim,Whatsapp
4/10/2024 19:16:27,Amigos/familiares,Palhoça,Aririú,2024/01,Pedagogia,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Colaborador(a) de empresa privada,4 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,,Não,,Não,Sim,Whatsapp
4/9/2024 23:12:01,Redes Sociais (Facebook/Instagram),Palhoça,São Sebastião,2024/01,Pedagogia,Entre 34 e 39 anos,Branca,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Não,Não,"Normalmente, utiliza a cantina da instituição",Não,Caminhar,Não,,Não,Sim,Whatsapp
4/10/2024 21:28:38,Amigos/familiares,São José,,2021/02,Administração,Entre 34 e 39 anos,Preta,Feminino,Sim,3,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Sim,Sim,Lancho antes de sair pra FMP ,Não,,Sim, horário com o ônibus ,Não,Não,Whatsapp
4/11/2024 20:55:20,Site da FMP,Palhoça,Caminho Novo,2024/01,Administração,Entre 34 e 39 anos,Preta,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Não,Do lar,0,De 1 a 3 salários mínimos,Moro com a família em residência alugada,Ônibus,Sim,Não,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Caminhada e corrida,Não,,Não,Sim,Whatsapp
4/10/2024 16:31:45,Pesquisei na Internet,Palhoça,Praia de Fora,2022/01,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,Não faço.,Não,,Não,Não,Whatsapp
4/10/2024 11:37:03,Amigos/familiares,Palhoça,Alto Aririú,2023/01,Pedagogia,Entre 22 e 26 anos,Branca,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,10 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Não,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Caminhada,Não,,Não,Sim,Whatsapp
4/9/2024 22:47:16,Amigos/familiares,Palhoça,Bela Vista,2023/01,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Não ,Não,,Não,Sim,Whatsapp
4/10/2024 8:04:18,Amigos/familiares,Palhoça,São Sebastião,2024/01,Tecnólogo em Processos Gerenciais,Entre 16 e 21 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Prático jiu-jitsu ,Não,,Não,Sim,Whatsapp
4/10/2024 11:51:05,Amigos/familiares,Palhoça,Nova Palhoça,2021/01,Pedagogia,Entre 22 e 26 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,4 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Não,Não,"Normalmente, utiliza a cantina da instituição",Não,.,Não,,Não,Sim,Whatsapp
4/10/2024 8:08:02,Amigos/familiares,Palhoça,Pachecos,2024/01,Tecnólogo em Processos Gerenciais,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Não,Não,Desempregado(a)/Só estudo,0,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Não,Sim,"Normalmente,de vez em quando necessito de microondas",Sim,musculação ,Sim,Tenho um pouco de dificuldades para compreendee algumas materias ,Não,Sim,Whatsapp
4/10/2024 9:33:36,Amigos/familiares,Palhoça,Pachecos,2021/02,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Funcionário(a) Público(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Academia ,Não,"Não há dificuldade, somente a necessidade de sair mais cedo por conta do ônibus.",Não,Sim,Whatsapp
4/10/2024 19:58:21,Amigos/familiares,Palhoça,Bela Vista,2021/01,Administração,Entre 27 e 33 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,11 horas ,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Sim,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,,Sim,"Aula de economia 2 , não saber usar o Excel e me sentir  mal ",Não,Sim,Whatsapp
4/10/2024 19:07:36,Redes Sociais (Facebook/Instagram),Palhoça,Madri,2024/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,",",Não,,Não,Sim,Whatsapp
4/10/2024 15:15:28,Amigos/familiares,Palhoça,Ponte do Imaruim,2023/02,Pedagogia,Entre 22 e 26 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Ônibus,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Nenhuma,Não,,Não,Sim,Whatsapp
4/10/2024 19:19:45,Amigos/familiares,Palhoça,Barra do Aririú,2024/01,Pedagogia,Entre 40 e 45 anos,Indígena,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,Prefiro não responder,Moro com a família em residência própria,Ônibus,Sim,Sim,Sim,"Normalmente, utiliza a cantina da instituição",Sim,Hidroginástica ,Não,,Sim,Sim,Whatsapp
4/11/2024 18:58:59,Amigos/familiares,Palhoça,Praia de Fora,2024/01,Pedagogia,Entre 27 e 33 anos,Branca,Masculino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,9 horas,De 4 a 6 salários mínimos,Moro sozinho/a em residência própria,Ônibus,Sim,Não,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Ciclismo,Não,,Não,Sim,Whatsapp
4/11/2024 15:23:17,Amigos/familiares,Palhoça,Passa Vinte,2024/01,Administração,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,A pé,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/11/2024 20:50:22,Amigos/familiares,Palhoça,Ponte do Imaruim,2024/01,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,Prefiro não responder,Moro com a família em residência alugada,A pé,Sim,Não,Não,"Normalmente, utiliza a cantina da instituição",Sim,Musculação,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 19:05:04,Amigos/familiares,Palhoça,Passa Vinte,2024/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,A pé,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,não ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/11/2024 19:17:11,Amigos/familiares,Palhoça,Ponte do Imaruim,2024/01,Pedagogia,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,A pé,Sim,Não,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:01:34,Amigos/familiares,Palhoça,Ponte do Imaruim,2023/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 22 e 26 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,A pé,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Caminhada ,Sim,Psicólogo na sexta feira ,Sim,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:03:53,Pesquisei na Internet,Palhoça,Ponte do Imaruim,2022/01,Pedagogia,Entre 46 e 50 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,10 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência alugada,A pé,Sim,Não,Sim,nao me alimento na faculdade ou como bobagens,Não,.,Sim,"conciliar o horario de trabalho com a faculdade , com as atividades de saida de campo, e principalmente com os estagios nao obrigatorios.",Sim,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:09:37,Vocês foram na minha escola e meia professores falavam bastante de vocês,Palhoça,Jardim Aquarius,2024/01,Tecnólogo em Processos Gerenciais,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Estagiário(a),4 horas,Menos de 1 salário mínimo,Moro com a família em residência alugada,"A pé, Bicicleta",Sim,Não,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia ,Não,,Não,Não,"Whatsapp, Redes Sociais"
4/10/2024 15:43:36,Amigos/familiares,Palhoça,Ponte do Imaruim,2021/02,Pedagogia,Entre 34 e 39 anos,Branca,Masculino,Não,,Escola pública,Pós Graduação,Filosofia,Não,,Sim,Sim,Funcionário(a) Público(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,"A pé, Carro",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,não,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 12:24:17,Pesquisei na Internet,Palhoça,Jardim Eldorado,2021/01,Administração,Entre 16 e 21 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,"A pé, Carro, Moto",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia é vôlei,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:22:55,Amigos/familiares,Palhoça,Guarda do Cubatão,2024/01,Administração,Entre 16 e 21 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,"A pé, Carro, Ônibus, Aplicativo de transporte",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,nenhum ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:28:30,Amigos/familiares,Palhoça,Ponte do Imaruim,2019/01,Administração,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"A pé, Moto",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,.,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 20:22:03,Amigos/familiares,Palhoça,Pachecos,2023/02,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 4 a 6 salários mínimos,Moro com a família em residência própria,"A pé, Ônibus",Sim,Não,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,musculação e caminhada ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 12:56:35,Redes Sociais (Facebook/Instagram),Palhoça,Barra do Aririú,2022/01,Administração,Entre 34 e 39 anos,Prefiro não declarar,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,9 horas ,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Aplicativo de transporte,Sim,Sim,Não,Depende do dia ,Sim,Musculação ,Sim,Conflito entre horário de trabalho e início da aula ,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:06:56,Redes Sociais (Facebook/Instagram),Palhoça,Bela Vista,2023/02,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 34 e 39 anos,Amarela,Feminino,Sim,1,De forma mista,Superior Completo,Farmácia,Não,,Sim,Não,Do lar,0,Menos de 1 salário mínimo,Moro com a família em residência própria,"Bicicleta, Carro",Sim,Sim,Sim,Seria bom ter microondas ,Sim,Ciclismo,Sim,Financeiro ,Sim,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:17:29,Site da FMP,Palhoça,Bela Vista,2024/01,Tecnólogo em Processos Gerenciais,Entre 40 e 45 anos,Parda,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Não,Não,Do lar,0,Prefiro não responder,Moro com a família em residência alugada,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Não,Não prático ,Não,,Sim,Sim,"Whatsapp, Redes Sociais"
4/10/2024 9:38:27,Amigos/familiares,Palhoça,Bela Vista,2022/01,Pedagogia,Entre 27 e 33 anos,Branca,Feminino,Sim,3,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,5 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,.,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 9:47:50,Amigos/familiares,Palhoça,Ponte do Imaruim,2021/02,Administração,Entre 51 e 55 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,CAMINHADAS MATINAIS,Não,,Sim,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:09:02,Amigos/familiares,Palhoça,Bela Vista,2021/01,Administração,Entre 16 e 21 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Colaborador(a) de empresa privada,6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Academia,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 19:23:29,Amigos/familiares,Palhoça,Rio Grande,2020/02,Administração,Entre 22 e 26 anos,Parda,Masculino,Não,,Escola pública,Ensino Médio,,Sim,,Sim,Sim,Colaborador(a) de empresa privada,9 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/9/2024 21:40:37,Site da FMP,Palhoça,Rio Grande,2024/01,Pós Graduação em Gestão Empresarial,Entre 34 e 39 anos,Branca,Feminino,Sim,1,Escola pública,Superior Completo,Administração e gestão de negócios,Não,,Sim,Sim,Colaborador(a) de empresa privada,9 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Funcional,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/9/2024 21:40:11,Redes Sociais (Facebook/Instagram),Palhoça,Jardim Eldorado,2023/01,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola particular,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Às vezes utilizo a cantina mas na maioria, não consumo nada durante o meu período ",Não,Não pratico ,Sim,Alguns professores que são despreparados ou estúpidos e não servem para ensinar o conteúdo.,Não,Sim,"Whatsapp, Redes Sociais"
4/11/2024 12:01:03,Amigos/familiares,Palhoça,Passa Vinte,2023/01,Administração,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola particular,Ensino Médio,Ciências Econômicas - UDESC - Incompleto,Sim,,Sim,Sim,Estagiário(a),6 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Academia 2x na semana ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:09:40,Amigos/familiares,Palhoça,Bela Vista,2021/01,Administração,Entre 27 e 33 anos,Branca,Feminino,Sim,1,Escola particular,Superior Completo,Enfermagem ,Não,,Sim,Sim,MEI (Microempreendedor individual),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,"Futebol, musculação ",Sim,Transporte ,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:47:44,Amigos/familiares,Palhoça,Pedra Branca,2020/01,Administração,Entre 51 e 55 anos,Branca,Feminino,Sim,1,Escola pública,Superior Completo,,Não,,Sim,Sim,MEI (Microempreendedor individual),8 horas,De 4 a 6 salários mínimos,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Funcional ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:07:24,Amigos/familiares,Palhoça,Alto Aririú,2024/01,Tecnólogo em Processos Gerenciais,Entre 27 e 33 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,MEI (Microempreendedor individual),indefinido,Prefiro não responder,Moro com a família em residência própria,Carro,Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Não,Nenhuma,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 19:10:55,Amigos/familiares,Palhoça,Pedra Branca,2022/02,Administração,Entre 34 e 39 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Carro,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Futebol ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/9/2024 22:51:10,Amigos/familiares,Palhoça,Bela Vista,2024/01,Administração,Entre 27 e 33 anos,Branca,Feminino,Sim,1,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,9 horas ,De 1 a 3 salários mínimos,Moro com a família em residência própria,"Carro, Moto, Aplicativo de transporte",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Andar de bicicleta ,Não,,Sim,Sim,"Whatsapp, Redes Sociais"
4/9/2024 22:20:09,Pesquisei na Internet,Palhoça,Centro,2023/01,Administração,Entre 34 e 39 anos,Branca,Masculino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência alugada,"Carro, Ônibus",Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Não,Não ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/9/2024 23:00:35,Amigos/familiares,Palhoça,Bela Vista,2022/02,Administração,Entre 16 e 21 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,"Carro, Ônibus, Aplicativo de transporte",Sim,Sim,Não,"Normalmente, traz seu próprio alimento e necessita de microondas para aquecê-lo",Sim,Academia ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:56:20,Amigos/familiares,Palhoça,Jardim Aquarius,2021/01,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Superior Completo,Gestora ambiental ,Não,,Sim,Sim,MEI (Microempreendedor individual),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,"Carro, Ônibus, Aplicativo de transporte",Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Pilates ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 12:31:27,Amigos/familiares,Palhoça,Centro,2020/02,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Sim,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Musculação e Corrida,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 10:34:42,Amigos/familiares,Palhoça,Alto Aririú,2023/01,Pedagogia,Entre 40 e 45 anos,Branca,Masculino,Sim,3,Escola pública,Ensino Médio,,Não,,Sim,Sim,Funcionário(a) Público(a),8 horas,De 1 a 3 salários mínimos,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, utiliza a cantina da instituição",Sim,Academia ,Não,,Sim,Sim,"Whatsapp, Redes Sociais"
4/9/2024 21:39:46,Amigos/familiares,Palhoça,Bela Vista,2024/01,Tecnólogo em Análise e Desenvolvimento de Sistemas,Entre 16 e 21 anos,Parda,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,4 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Moto,Sim,Sim,Não,Não me alimento durante o período em que estou na instituição ,Não,Nenhuma ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:41:02,Redes Sociais (Facebook/Instagram),Palhoça,Rio Grande,2023/02,Administração,Entre 27 e 33 anos,Branca,Feminino,Sim,2,Escola pública,Ensino Médio,,Não,,Sim,Sim,Estagiário(a),6 horas,Menos de 1 salário mínimo,Moro com a família em residência própria,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Caminhada,Não,,Sim,Sim,"Whatsapp, Redes Sociais"
4/10/2024 8:11:31,Redes Sociais (Facebook/Instagram),Palhoça,Caminho Novo,2021/02,Administração,Entre 22 e 26 anos,Branca,Feminino,Não,,Escola pública,Ensino Médio,,Não,,Sim,Não,Colaborador(a) de empresa privada,8 horas,De 1 a 3 salários mínimos,Moro sozinho/a em residência própria,Moto,Sim,Sim,Não,"Normalmente, traz seu próprio alimento pronto para consumo",Sim,Caminhada ,Não,,Não,Sim,"Whatsapp, Redes Sociais"
